7.0814e-04 5.0087e+01 6.0728e-01 5.6025e-05
7.3138e-04 5.1611e+01 6.4742e-01 5.0851e-05
7.5539e-04 5.3179e+01 6.9020e-01 4.6154e-05
7.8019e-04 5.4791e+01 7.3578e-01 4.1892e-05
8.0580e-04 5.6449e+01 7.8434e-01 3.8023e-05
8.3226e-04 5.8153e+01 8.3609e-01 3.4511e-05
8.5958e-04 5.9904e+01 8.9121e-01 3.1324e-05
8.8779e-04 6.1704e+01 9.4994e-01 2.8431e-05
9.1694e-04 6.3553e+01 1.0125e+00 2.5805e-05
9.4704e-04 6.5452e+01 1.0791e+00 2.3422e-05
9.7813e-04 6.7403e+01 1.1501e+00 2.1259e-05
1.0102e-03 6.9407e+01 1.2257e+00 1.9295e-05
1.0434e-03 7.1463e+01 1.3062e+00 1.7513e-05
1.0777e-03 7.3574e+01 1.3920e+00 1.5896e-05
1.1130e-03 7.5741e+01 1.4833e+00 1.4428e-05
1.1496e-03 7.7963e+01 1.5805e+00 1.3095e-05
1.1873e-03 8.0243e+01 1.6840e+00 1.1886e-05
1.2263e-03 8.2581e+01 1.7941e+00 1.0788e-05
1.2665e-03 8.4977e+01 1.9114e+00 9.7919e-06
1.3081e-03 8.7434e+01 2.0363e+00 8.8876e-06
1.3511e-03 8.9951e+01 2.1691e+00 8.0667e-06
1.3954e-03 9.2529e+01 2.3105e+00 7.3217e-06
1.4412e-03 9.5169e+01 2.4609e+00 6.6455e-06
1.4885e-03 9.7871e+01 2.6210e+00 6.0318e-06
1.5374e-03 1.0064e+02 2.7913e+00 5.4747e-06
1.5879e-03 1.0347e+02 2.9725e+00 4.9691e-06
1.6400e-03 1.0636e+02 3.1651e+00 4.5102e-06
1.6938e-03 1.0932e+02 3.3701e+00 4.0936e-06
1.7495e-03 1.1234e+02 3.5880e+00 3.7156e-06
1.8069e-03 1.1543e+02 3.8196e+00 3.3724e-06
1.8662e-03 1.1858e+02 4.0659e+00 3.0610e-06
1.9275e-03 1.2180e+02 4.3278e+00 2.7783e-06
1.9907e-03 1.2508e+02 4.6060e+00 2.5217e-06
2.0561e-03 1.2843e+02 4.9017e+00 2.2888e-06
2.1236e-03 1.3184e+02 5.2159e+00 2.0774e-06
2.1933e-03 1.3532e+02 5.5497e+00 1.8855e-06
2.2653e-03 1.3886e+02 5.9042e+00 1.7114e-06
2.3397e-03 1.4246e+02 6.2808e+00 1.5533e-06
2.4165e-03 1.4612e+02 6.6806e+00 1.4099e-06
2.4958e-03 1.4985e+02 7.1050e+00 1.2797e-06
2.5777e-03 1.5363e+02 7.5556e+00 1.1615e-06
2.6624e-03 1.5747e+02 8.0338e+00 1.0542e-06
2.7498e-03 1.6137e+02 8.5412e+00 9.5686e-07
2.8400e-03 1.6532e+02 9.0794e+00 8.6849e-07
2.9333e-03 1.6933e+02 9.6504e+00 7.8828e-07
3.0296e-03 1.7338e+02 1.0256e+01 7.1547e-07
3.1290e-03 1.7748e+02 1.0898e+01 6.4940e-07
3.2317e-03 1.8163e+02 1.1578e+01 5.8942e-07
3.3378e-03 1.8582e+02 1.2299e+01 5.3498e-07
3.4474e-03 1.9005e+02 1.3063e+01 4.8558e-07
3.5606e-03 1.9431e+02 1.3872e+01 4.4073e-07
3.6775e-03 1.9860e+02 1.4729e+01 4.0003e-07
3.7982e-03 2.0292e+02 1.5637e+01 3.6308e-07
3.9229e-03 2.0726e+02 1.6597e+01 3.2955e-07
4.0516e-03 2.1162e+02 1.7613e+01 2.9911e-07
4.1847e-03 2.1600e+02 1.8688e+01 2.7149e-07
4.3220e-03 2.2037e+02 1.9825e+01 2.4642e-07
4.4639e-03 2.2475e+02 2.1027e+01 2.2366e-07
4.6105e-03 2.2913e+02 2.2297e+01 2.0300e-07
4.7618e-03 2.3349e+02 2.3639e+01 1.8425e-07
4.9181e-03 2.3783e+02 2.5056e+01 1.6724e-07
5.0796e-03 2.4215e+02 2.6553e+01 1.5179e-07
5.2463e-03 2.4643e+02 2.8132e+01 1.3777e-07
5.4186e-03 2.5067e+02 2.9799e+01 1.2505e-07
5.5964e-03 2.5486e+02 3.1556e+01 1.1350e-07
5.7802e-03 2.5899e+02 3.3409e+01 1.0302e-07
5.9699e-03 2.6305e+02 3.5361e+01 9.3503e-08
6.1659e-03 2.6702e+02 3.7417e+01 8.4868e-08
6.3683e-03 2.7091e+02 3.9582e+01 7.7030e-08
6.5774e-03 2.7470e+02 4.1860e+01 6.9916e-08
6.7933e-03 2.7837e+02 4.4256e+01 6.3458e-08
7.0163e-03 2.8192e+02 4.6774e+01 5.7598e-08
7.2466e-03 2.8533e+02 4.9421e+01 5.2278e-08
7.4845e-03 2.8859e+02 5.2199e+01 4.7450e-08
7.7302e-03 2.9169e+02 5.5115e+01 4.3068e-08
7.9840e-03 2.9462e+02 5.8174e+01 3.9090e-08
8.2461e-03 2.9735e+02 6.1379e+01 3.5480e-08
8.5168e-03 2.9988e+02 6.4736e+01 3.2203e-08
8.7964e-03 3.0220e+02 6.8250e+01 2.9229e-08
9.0852e-03 3.0428e+02 7.1926e+01 2.6530e-08
9.3834e-03 3.0612e+02 7.5766e+01 2.4080e-08
9.6914e-03 3.0769e+02 7.9777e+01 2.1856e-08
1.0010e-02 3.0899e+02 8.3962e+01 1.9837e-08
1.0338e-02 3.1000e+02 8.8323e+01 1.8005e-08
1.0678e-02 3.1070e+02 9.2866e+01 1.6342e-08
1.1028e-02 3.1109e+02 9.7592e+01 1.4833e-08
1.1390e-02 3.1115e+02 1.0250e+02 1.3463e-08
1.1764e-02 3.1086e+02 1.0760e+02 1.2220e-08
1.2150e-02 3.1022e+02 1.1289e+02 1.1091e-08
1.2549e-02 3.0922e+02 1.1837e+02 1.0067e-08
1.2961e-02 3.0784e+02 1.2404e+02 9.1371e-09
1.3387e-02 3.0609e+02 1.2990e+02 8.2932e-09
1.3826e-02 3.0394e+02 1.3595e+02 7.5273e-09
1.4280e-02 3.0141e+02 1.4219e+02 6.8321e-09
1.4749e-02 2.9849e+02 1.4860e+02 6.2011e-09
1.5233e-02 2.9519e+02 1.5520e+02 5.6284e-09
1.5733e-02 2.9150e+02 1.6198e+02 5.1086e-09
1.6249e-02 2.8743e+02 1.6892e+02 4.6368e-09
1.6783e-02 2.8300e+02 1.7604e+02 4.2086e-09
1.7334e-02 2.7823e+02 1.8332e+02 3.8199e-09
1.7903e-02 2.7312e+02 1.9075e+02 3.4671e-09
1.8491e-02 2.6771e+02 1.9834e+02 3.1469e-09
1.9098e-02 2.6201e+02 2.0607e+02 2.8563e-09
1.9724e-02 2.5606e+02 2.1395e+02 2.5925e-09
2.0372e-02 2.4989e+02 2.2198e+02 2.3530e-09
2.1041e-02 2.4355e+02 2.3015e+02 2.1357e-09
2.1732e-02 2.3706e+02 2.3847e+02 1.9385e-09
2.2445e-02 2.3048e+02 2.4695e+02 1.7594e-09
2.3182e-02 2.2384e+02 2.5560e+02 1.5970e-09
2.3943e-02 2.1720e+02 2.6443e+02 1.4495e-09
2.4729e-02 2.1060e+02 2.7346e+02 1.3156e-09
2.5541e-02 2.0409e+02 2.8272e+02 1.1941e-09
2.6379e-02 1.9773e+02 2.9226e+02 1.0838e-09
2.7245e-02 1.9155e+02 3.0211e+02 9.8372e-10
2.8139e-02 1.8558e+02 3.1231e+02 8.9287e-10
2.9063e-02 1.7985e+02 3.2289e+02 8.1041e-10
3.0017e-02 1.7438e+02 3.3391e+02 7.3556e-10
3.1003e-02 1.6921e+02 3.4545e+02 6.6763e-10
3.2020e-02 1.6439e+02 3.5761e+02 6.0597e-10
3.3072e-02 1.5996e+02 3.7047e+02 5.5000e-10
3.4157e-02 1.5588e+02 3.8409e+02 4.9921e-10
3.5279e-02 1.5209e+02 3.9845e+02 4.5310e-10
3.6437e-02 1.4855e+02 4.1357e+02 4.1126e-10
3.7633e-02 1.4523e+02 4.2947e+02 3.7327e-10
3.8868e-02 1.4211e+02 4.4618e+02 3.3880e-10
4.0144e-02 1.3913e+02 4.6364e+02 3.0751e-10
4.1462e-02 1.3619e+02 4.8177e+02 2.7911e-10
4.2823e-02 1.3322e+02 5.0043e+02 2.5333e-10
4.4229e-02 1.3015e+02 5.1946e+02 2.2994e-10
4.5681e-02 1.2688e+02 5.3867e+02 2.0870e-10
4.7181e-02 1.2334e+02 5.5779e+02 1.8943e-10
4.8729e-02 1.1949e+02 5.7658e+02 1.7193e-10
5.0329e-02 1.1527e+02 5.9477e+02 1.5605e-10
5.1981e-02 1.1070e+02 6.1214e+02 1.4164e-10
5.3688e-02 1.0580e+02 6.2851e+02 1.2856e-10
5.5450e-02 1.0065e+02 6.4381e+02 1.1669e-10
5.7271e-02 9.5335e+01 6.5806e+02 1.0591e-10
5.9151e-02 8.9977e+01 6.7142e+02 9.6128e-11
6.1093e-02 8.4699e+01 6.8415e+02 8.7250e-11
6.3098e-02 7.9633e+01 6.9671e+02 7.9192e-11
6.5169e-02 7.4916e+01 7.0970e+02 7.1878e-11
6.7309e-02 7.0661e+01 7.2388e+02 6.5240e-11
6.9518e-02 6.6961e+01 7.4007e+02 5.9215e-11
7.1801e-02 6.3848e+01 7.5897e+02 5.3746e-11
7.4158e-02 6.1299e+01 7.8103e+02 4.8782e-11
7.6592e-02 5.9218e+01 8.0622e+02 4.4277e-11
7.9107e-02 5.7467e+01 8.3411e+02 4.0188e-11
8.1703e-02 5.5882e+01 8.6385e+02 3.6476e-11
8.4386e-02 5.4287e+01 8.9420e+02 3.3107e-11
8.7156e-02 5.2521e+01 9.2372e+02 3.0050e-11
9.0017e-02 5.0456e+01 9.5087e+02 2.7274e-11
9.2972e-02 4.8032e+01 9.7436e+02 2.4756e-11
9.6024e-02 4.5285e+01 9.9361e+02 2.2469e-11
9.9176e-02 4.2331e+01 1.0089e+03 2.0394e-11
1.0243e-01 3.9345e+01 1.0215e+03 1.8511e-11
1.0579e-01 3.6517e+01 1.0336e+03 1.6801e-11
1.0927e-01 3.4027e+01 1.0479e+03 1.5249e-11
1.1286e-01 3.1992e+01 1.0671e+03 1.3841e-11
1.1656e-01 3.0423e+01 1.0929e+03 1.2563e-11
1.2039e-01 2.9214e+01 1.1247e+03 1.1402e-11
1.2434e-01 2.8196e+01 1.1605e+03 1.0349e-11
1.2842e-01 2.7180e+01 1.1966e+03 9.3936e-12
1.3264e-01 2.6001e+01 1.2292e+03 8.5260e-12
1.3699e-01 2.4573e+01 1.2550e+03 7.7386e-12
1.4149e-01 2.2945e+01 1.2736e+03 7.0239e-12
1.4613e-01 2.1270e+01 1.2878e+03 6.3752e-12
1.5093e-01 1.9722e+01 1.3024e+03 5.7864e-12
1.5588e-01 1.8430e+01 1.3223e+03 5.2520e-12
1.6100e-01 1.7424e+01 1.3503e+03 4.7670e-12
1.6629e-01 1.6627e+01 1.3853e+03 4.3267e-12
1.7175e-01 1.5895e+01 1.4225e+03 3.9271e-12
1.7738e-01 1.5085e+01 1.4554e+03 3.5644e-12
1.8321e-01 1.4151e+01 1.4804e+03 3.2352e-12
1.8922e-01 1.3161e+01 1.4994e+03 2.9364e-12
1.9543e-01 1.2226e+01 1.5178e+03 2.6652e-12
2.0185e-01 1.1438e+01 1.5418e+03 2.4191e-12
2.0848e-01 1.0800e+01 1.5735e+03 2.1957e-12
2.1532e-01 1.0235e+01 1.6087e+03 1.9929e-12
2.2239e-01 9.6546e+00 1.6409e+03 1.8088e-12
2.2969e-01 9.0290e+00 1.6666e+03 1.6418e-12
2.3723e-01 8.4053e+00 1.6888e+03 1.4902e-12
2.4502e-01 7.8455e+00 1.7135e+03 1.3525e-12
2.5306e-01 7.3678e+00 1.7440e+03 1.2276e-12
2.6137e-01 6.9350e+00 1.7770e+03 1.1142e-12
2.6995e-01 6.5035e+00 1.8072e+03 1.0113e-12
2.7881e-01 6.0682e+00 1.8334e+03 9.1793e-13
2.8796e-01 5.6601e+00 1.8596e+03 8.3316e-13
2.9741e-01 5.2966e+00 1.8893e+03 7.5621e-13
3.0718e-01 4.9636e+00 1.9208e+03 6.8637e-13
3.1726e-01 4.6411e+00 1.9507e+03 6.2298e-13
3.2768e-01 4.3287e+00 1.9786e+03 5.6544e-13
3.3843e-01 4.0401e+00 2.0075e+03 5.1322e-13
3.4954e-01 3.7760e+00 2.0382e+03 4.6582e-13
3.6102e-01 3.5261e+00 2.0686e+03 4.2280e-13
3.7287e-01 3.2879e+00 2.0979e+03 3.8375e-13
3.8511e-01 3.0662e+00 2.1277e+03 3.4831e-13
3.9775e-01 2.8606e+00 2.1583e+03 3.1614e-13
4.1081e-01 2.6669e+00 2.1887e+03 2.8695e-13
4.2430e-01 2.4848e+00 2.2188e+03 2.6045e-13
4.3823e-01 2.3153e+00 2.2494e+03 2.3639e-13
4.5261e-01 2.1569e+00 2.2801e+03 2.1456e-13
4.6747e-01 2.0086e+00 2.3109e+03 1.9474e-13
4.8282e-01 1.8700e+00 2.3417e+03 1.7676e-13
4.9867e-01 1.7403e+00 2.3726e+03 1.6043e-13
5.1504e-01 1.6192e+00 2.4035e+03 1.4562e-13
5.3195e-01 1.5061e+00 2.4345e+03 1.3217e-13
5.4941e-01 1.4006e+00 2.4656e+03 1.1996e-13
5.6745e-01 1.3021e+00 2.4968e+03 1.0888e-13
5.8607e-01 1.2103e+00 2.5281e+03 9.8827e-14
6.0531e-01 1.1248e+00 2.5595e+03 8.9700e-14
6.2518e-01 1.0450e+00 2.5910e+03 8.1415e-14
6.4571e-01 9.7065e-01 2.6226e+03 7.3896e-14
6.6691e-01 9.0140e-01 2.6543e+03 6.7071e-14
6.8880e-01 8.3689e-01 2.6861e+03 6.0877e-14
7.1141e-01 7.7682e-01 2.7179e+03 5.5255e-14
7.3476e-01 7.2090e-01 2.7498e+03 5.0152e-14
7.5889e-01 6.6885e-01 2.7817e+03 4.5520e-14
7.8380e-01 6.2043e-01 2.8137e+03 4.1316e-14
8.0953e-01 5.7539e-01 2.8458e+03 3.7500e-14
8.3610e-01 5.3351e-01 2.8779e+03 3.4037e-14
8.6355e-01 4.9457e-01 2.9101e+03 3.0893e-14
8.9190e-01 4.5839e-01 2.9424e+03 2.8040e-14
9.2118e-01 4.2477e-01 2.9747e+03 2.5450e-14
9.5142e-01 3.9354e-01 3.0071e+03 2.3100e-14
9.8265e-01 3.6453e-01 3.0396e+03 2.0967e-14
1.0149e+00 3.3760e-01 3.0721e+03 1.9030e-14
1.0482e+00 3.1260e-01 3.1047e+03 1.7273e-14
1.0826e+00 2.8939e-01 3.1373e+03 1.5677e-14
1.1182e+00 2.6786e-01 3.1700e+03 1.4230e-14
1.1549e+00 2.4789e-01 3.2027e+03 1.2915e-14
1.1928e+00 2.2937e-01 3.2355e+03 1.1723e-14
1.2320e+00 2.1219e-01 3.2683e+03 1.0640e-14
1.2724e+00 1.9626e-01 3.3012e+03 9.6573e-15
1.3142e+00 1.8150e-01 3.3341e+03 8.7654e-15
1.3573e+00 1.6783e-01 3.3671e+03 7.9558e-15
1.4019e+00 1.5515e-01 3.4001e+03 7.2211e-15
1.4479e+00 1.4341e-01 3.4331e+03 6.5542e-15
1.4954e+00 1.3254e-01 3.4662e+03 5.9489e-15
1.5445e+00 1.2247e-01 3.4994e+03 5.3994e-15
1.5952e+00 1.1315e-01 3.5326e+03 4.9008e-15
1.6476e+00 1.0453e-01 3.5658e+03 4.4482e-15
1.7017e+00 9.6541e-02 3.5991e+03 4.0374e-15
1.7575e+00 8.9154e-02 3.6324e+03 3.6645e-15
1.8152e+00 8.2319e-02 3.6657e+03 3.3260e-15
1.8748e+00 7.5998e-02 3.6991e+03 3.0189e-15
1.9364e+00 7.0152e-02 3.7325e+03 2.7401e-15
1.9999e+00 6.4746e-02 3.7660e+03 2.4870e-15
2.0656e+00 5.9748e-02 3.7995e+03 2.2573e-15
2.1334e+00 5.5129e-02 3.8330e+03 2.0488e-15
2.2034e+00 5.0860e-02 3.8665e+03 1.8596e-15
2.2758e+00 4.6915e-02 3.9001e+03 1.6879e-15
2.3505e+00 4.3271e-02 3.9337e+03 1.5320e-15
2.4277e+00 3.9904e-02 3.9674e+03 1.3905e-15
2.5073e+00 3.6794e-02 4.0011e+03 1.2621e-15
2.5897e+00 3.3923e-02 4.0348e+03 1.1455e-15
2.6747e+00 3.1271e-02 4.0685e+03 1.0397e-15
2.7625e+00 2.8824e-02 4.1023e+03 9.4370e-16
2.8532e+00 2.6564e-02 4.1360e+03 8.5655e-16
2.9468e+00 2.4479e-02 4.1699e+03 7.7744e-16
3.0436e+00 2.2555e-02 4.2037e+03 7.0564e-16
3.1435e+00 2.0779e-02 4.2375e+03 6.4047e-16
3.2467e+00 1.9142e-02 4.2714e+03 5.8132e-16
3.3533e+00 1.7631e-02 4.3053e+03 5.2763e-16
3.4633e+00 1.6237e-02 4.3393e+03 4.7890e-16
3.5770e+00 1.4952e-02 4.3732e+03 4.3467e-16
3.6945e+00 1.3767e-02 4.4072e+03 3.9453e-16
3.8157e+00 1.2675e-02 4.4412e+03 3.5809e-16
3.9410e+00 1.1668e-02 4.4752e+03 3.2502e-16
4.0704e+00 1.0740e-02 4.5093e+03 2.9500e-16
4.2040e+00 9.8849e-03 4.5433e+03 2.6776e-16
4.3420e+00 9.0968e-03 4.5774e+03 2.4303e-16
4.4846e+00 8.3706e-03 4.6115e+03 2.2058e-16
4.6318e+00 7.7016e-03 4.6456e+03 2.0021e-16
4.7838e+00 7.0854e-03 4.6797e+03 1.8172e-16
4.9409e+00 6.5178e-03 4.7139e+03 1.6494e-16
5.1031e+00 5.9952e-03 4.7480e+03 1.4970e-16
5.2706e+00 5.5138e-03 4.7822e+03 1.3588e-16
5.4436e+00 5.0707e-03 4.8164e+03 1.2333e-16
5.6223e+00 4.6627e-03 4.8506e+03 1.1194e-16
5.8069e+00 4.2872e-03 4.8848e+03 1.0160e-16
5.9975e+00 3.9415e-03 4.9190e+03 9.2218e-17
6.1944e+00 3.6234e-03 4.9533e+03 8.3701e-17
6.3978e+00 3.3306e-03 4.9875e+03 7.5971e-17
6.6078e+00 3.0612e-03 5.0218e+03 6.8954e-17
6.8247e+00 2.8134e-03 5.0561e+03 6.2586e-17
7.0488e+00 2.5854e-03 5.0904e+03 5.6806e-17
7.2801e+00 2.3757e-03 5.1247e+03 5.1560e-17
7.5191e+00 2.1827e-03 5.1590e+03 4.6798e-17
7.7660e+00 2.0053e-03 5.1933e+03 4.2476e-17
8.0209e+00 1.8422e-03 5.2276e+03 3.8553e-17
8.2842e+00 1.6922e-03 5.2620e+03 3.4992e-17
8.5562e+00 1.5543e-03 5.2963e+03 3.1761e-17
8.8371e+00 1.4275e-03 5.3307e+03 2.8827e-17
9.1272e+00 1.3109e-03 5.3650e+03 2.6165e-17
9.4268e+00 1.2038e-03 5.3994e+03 2.3748e-17
9.7363e+00 1.1053e-03 5.4337e+03 2.1555e-17
1.0056e+01 1.0148e-03 5.4681e+03 1.9564e-17
1.0386e+01 9.3163e-04 5.5025e+03 1.7758e-17
1.0727e+01 8.5522e-04 5.5369e+03 1.6118e-17
1.1079e+01 7.8501e-04 5.5712e+03 1.4629e-17
1.1443e+01 7.2052e-04 5.6056e+03 1.3278e-17
1.1818e+01 6.6127e-04 5.6400e+03 1.2052e-17
1.2206e+01 6.0685e-04 5.6744e+03 1.0939e-17
1.2607e+01 5.5687e-04 5.7087e+03 9.9284e-18
1.3021e+01 5.1097e-04 5.7431e+03 9.0114e-18
1.3448e+01 4.6881e-04 5.7775e+03 8.1792e-18
1.3890e+01 4.3011e-04 5.8118e+03 7.4238e-18
1.4346e+01 3.9457e-04 5.8462e+03 6.7382e-18
1.4817e+01 3.6194e-04 5.8805e+03 6.1159e-18
1.5303e+01 3.3198e-04 5.9149e+03 5.5510e-18
1.5806e+01 3.0449e-04 5.9492e+03 5.0384e-18
1.6325e+01 2.7925e-04 5.9835e+03 4.5730e-18
1.6860e+01 2.5608e-04 6.0178e+03 4.1507e-18
1.7414e+01 2.3482e-04 6.0521e+03 3.7674e-18
1.7986e+01 2.1531e-04 6.0864e+03 3.4194e-18
1.8576e+01 1.9741e-04 6.1207e+03 3.1036e-18
1.9186e+01 1.8098e-04 6.1549e+03 2.8170e-18
1.9816e+01 1.6591e-04 6.1891e+03 2.5568e-18
2.0466e+01 1.5209e-04 6.2233e+03 2.3207e-18
2.1138e+01 1.3940e-04 6.2575e+03 2.1064e-18
2.1832e+01 1.2777e-04 6.2916e+03 1.9118e-18
2.2549e+01 1.1710e-04 6.3257e+03 1.7353e-18
2.3289e+01 1.0731e-04 6.3598e+03 1.5750e-18
2.4054e+01 9.8331e-05 6.3938e+03 1.4295e-18
2.4843e+01 9.0100e-05 6.4278e+03 1.2975e-18
2.5659e+01 8.2551e-05 6.4618e+03 1.1777e-18
2.6501e+01 7.5630e-05 6.4957e+03 1.0689e-18
2.7371e+01 6.9284e-05 6.5295e+03 9.7019e-19
2.8270e+01 6.3466e-05 6.5633e+03 8.8059e-19
2.9198e+01 5.8133e-05 6.5971e+03 7.9926e-19
3.0156e+01 5.3244e-05 6.6308e+03 7.2545e-19
3.1146e+01 4.8762e-05 6.6644e+03 6.5845e-19
3.2169e+01 4.4655e-05 6.6979e+03 5.9764e-19
3.3225e+01 4.0891e-05 6.7314e+03 5.4244e-19
3.4315e+01 3.7441e-05 6.7647e+03 4.9234e-19
3.5442e+01 3.4279e-05 6.7980e+03 4.4687e-19
3.6605e+01 3.1382e-05 6.8312e+03 4.0560e-19
3.7807e+01 2.8728e-05 6.8642e+03 3.6814e-19
3.9048e+01 2.6296e-05 6.8972e+03 3.3414e-19
4.0330e+01 2.4068e-05 6.9300e+03 3.0328e-19
4.1654e+01 2.2027e-05 6.9627e+03 2.7527e-19
4.3021e+01 2.0157e-05 6.9953e+03 2.4985e-19
4.4434e+01 1.8445e-05 7.0277e+03 2.2678e-19
